Work Step Code,Work Step Name,Scope Item Code,Delivery Method Code,Cost Component Code,Work Step Sequence,Included by Default,Notes
WS-DRV-GRAV-PRESTART-02,Confirm site constraints and controls,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-PRESTART,20,Yes,
WS-DRV-GRAV-PRESTART-03,Set out work location,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-PRESTART,30,Yes,
WS-DRV-GRAV-BREAKOUT-01,Break out existing surface,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-BREAKOUT,10,Conditional,
WS-DRV-GRAV-BREAKOUT-02,Remove breakout material,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-BREAKOUT,20,Conditional,
WS-DRV-GRAV-LOCATE-01,Mark out known and suspected services,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-LOCATE,10,Conditional,
WS-DRV-GRAV-LOCATE-02,Correlate locator information,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-LOCATE,20,Conditional,
WS-DRV-GRAV-PROVE-01,Undertake proving / potholing / NDD,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-PROVE,10,Conditional,
WS-DRV-GRAV-PROVE-02,Confirm asset location and depth,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-PROVE,20,Conditional,
WS-DRV-GRAV-EXC-01,Excavate work area,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-EXC,10,Yes,
WS-DRV-GRAV-EXC-02,Trim formation / sidewalls / base,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-EXC,20,Yes,
WS-DRV-GRAV-SPOIL-01,Classify spoil,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-SPOIL,10,Yes,
WS-DRV-GRAV-SPOIL-02,Stockpile / haul / dispose spoil,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-SPOIL,20,Yes,
WS-DRV-GRAV-CAP-01,Install separator / geotextile,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-CAP,10,Conditional,
WS-DRV-GRAV-CAP-02,Place capping layer,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-CAP,20,Conditional,
WS-DRV-GRAV-SUBBASE-01,Place and compact subbase,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-SUBBASE,10,Yes,
WS-DRV-GRAV-BASE-01,Place and compact basecourse,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-BASE,10,Yes,
WS-DRV-GRAV-INSTALL-01,Install main item,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-INSTALL,10,Yes,asphalt or gravel finish layer
WS-DRV-GRAV-TIEIN-01,Form tie-ins / penetrations / edges,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-TIEIN,10,Conditional,
WS-DRV-GRAV-REINSTATE-01,Reinstate local surface,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-REINSTATE,10,Yes,
WS-DRV-GRAV-QA-01,Capture QA records and as-builts,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-QA,10,Yes,
WS-DRV-GRAV-QA-02,Final inspection and closeout,SI-DRV-GRAV,DM-DRV-GRAV-LD,CC-QA,20,Yes,
WS-HDS-CONC-PRESTART-01__SI-HDS-CONC__DM-HDS-CONC-LD,Review drawings and records,SI-HDS-CONC,DM-HDS-CONC-LD,CC-PRESTART,10,Yes,
WS-HDS-CONC-PRESTART-02__SI-HDS-CONC__DM-HDS-CONC-LD,Confirm site constraints and controls,SI-HDS-CONC,DM-HDS-CONC-LD,CC-PRESTART,20,Yes,
WS-HDS-CONC-PRESTART-03__SI-HDS-CONC__DM-HDS-CONC-LD,Set out work location,SI-HDS-CONC,DM-HDS-CONC-LD,CC-PRESTART,30,Yes,
WS-HDS-CONC-BREAKOUT-01__SI-HDS-CONC__DM-HDS-CONC-LD,Break out existing surface,SI-HDS-CONC,DM-HDS-CONC-LD,CC-BREAKOUT,10,Conditional,
WS-HDS-CONC-BREAKOUT-02__SI-HDS-CONC__DM-HDS-CONC-LD,Remove breakout material,SI-HDS-CONC,DM-HDS-CONC-LD,CC-BREAKOUT,20,Conditional,
WS-HDS-CONC-LOCATE-01__SI-HDS-CONC__DM-HDS-CONC-LD,Mark out known and suspected services,SI-HDS-CONC,DM-HDS-CONC-LD,CC-LOCATE,10,Conditional,
WS-HDS-CONC-LOCATE-02__SI-HDS-CONC__DM-HDS-CONC-LD,Correlate locator information,SI-HDS-CONC,DM-HDS-CONC-LD,CC-LOCATE,20,Conditional,
WS-HDS-CONC-PROVE-01__SI-HDS-CONC__DM-HDS-CONC-LD,Undertake proving / potholing / NDD,SI-HDS-CONC,DM-HDS-CONC-LD,CC-PROVE,10,Conditional,
WS-HDS-CONC-PROVE-02__SI-HDS-CONC__DM-HDS-CONC-LD,Confirm asset location and depth,SI-HDS-CONC,DM-HDS-CONC-LD,CC-PROVE,20,Conditional,
WS-HDS-CONC-EXC-01__SI-HDS-CONC__DM-HDS-CONC-LD,Excavate work area,SI-HDS-CONC,DM-HDS-CONC-LD,CC-EXC,10,Yes,
WS-HDS-CONC-EXC-02__SI-HDS-CONC__DM-HDS-CONC-LD,Trim formation / sidewalls / base,SI-HDS-CONC,DM-HDS-CONC-LD,CC-EXC,20,Yes,
WS-HDS-CONC-SPOIL-01__SI-HDS-CONC__DM-HDS-CONC-LD,Classify spoil,SI-HDS-CONC,DM-HDS-CONC-LD,CC-SPOIL,10,Yes,
WS-HDS-CONC-SPOIL-02__SI-HDS-CONC__DM-HDS-CONC-LD,Stockpile / haul / dispose spoil,SI-HDS-CONC,DM-HDS-CONC-LD,CC-SPOIL,20,Yes,
WS-HDS-CONC-CAP-01__SI-HDS-CONC__DM-HDS-CONC-LD,Install separator / geotextile,SI-HDS-CONC,DM-HDS-CONC-LD,CC-CAP,10,Conditional,
WS-HDS-CONC-CAP-02__SI-HDS-CONC__DM-HDS-CONC-LD,Place capping layer,SI-HDS-CONC,DM-HDS-CONC-LD,CC-CAP,20,Conditional,
WS-HDS-CONC-SUBBASE-01__SI-HDS-CONC__DM-HDS-CONC-LD,Place and compact subbase,SI-HDS-CONC,DM-HDS-CONC-LD,CC-SUBBASE,10,Yes,
WS-HDS-CONC-BASE-01__SI-HDS-CONC__DM-HDS-CONC-LD,Place and compact basecourse,SI-HDS-CONC,DM-HDS-CONC-LD,CC-BASE,10,Yes,
WS-HDS-CONC-REINF-01__SI-HDS-CONC__DM-HDS-CONC-LD,Install reinforcement / mesh / cast-ins,SI-HDS-CONC,DM-HDS-CONC-LD,CC-REINF,10,Conditional,
WS-HDS-CONC-CONC-01__SI-HDS-CONC__DM-HDS-CONC-LD,Pour and finish concrete,SI-HDS-CONC,DM-HDS-CONC-LD,CC-CONC,10,Yes,
WS-HDS-CONC-TIEIN-01__SI-HDS-CONC__DM-HDS-CONC-LD,Form tie-ins / penetrations / edges,SI-HDS-CONC,DM-HDS-CONC-LD,CC-TIEIN,10,Conditional,
WS-HDS-CONC-REINSTATE-01__SI-HDS-CONC__DM-HDS-CONC-LD,Reinstate local surface,SI-HDS-CONC,DM-HDS-CONC-LD,CC-REINSTATE,10,Yes,
WS-HDS-CONC-QA-01__SI-HDS-CONC__DM-HDS-CONC-LD,Capture QA records and as-builts,SI-HDS-CONC,DM-HDS-CONC-LD,CC-QA,10,Yes,
WS-HDS-CONC-QA-02__SI-HDS-CONC__DM-HDS-CONC-LD,Final inspection and closeout,SI-HDS-CONC,DM-HDS-CONC-LD,CC-QA,20,Yes,
WS-HDS-CONC-PRESTART-01__SI-HDS-CONC__DM-HDS-CONC-HD,Review drawings and records,SI-HDS-CONC,DM-HDS-CONC-HD,CC-PRESTART,10,Yes,
WS-HDS-CONC-PRESTART-02__SI-HDS-CONC__DM-HDS-CONC-HD,Confirm site constraints and controls,SI-HDS-CONC,DM-HDS-CONC-HD,CC-PRESTART,20,Yes,
WS-HDS-CONC-PRESTART-03__SI-HDS-CONC__DM-HDS-CONC-HD,Set out work location,SI-HDS-CONC,DM-HDS-CONC-HD,CC-PRESTART,30,Yes,
WS-HDS-CONC-BREAKOUT-01__SI-HDS-CONC__DM-HDS-CONC-HD,Break out existing surface,SI-HDS-CONC,DM-HDS-CONC-HD,CC-BREAKOUT,10,Conditional,
WS-HDS-CONC-BREAKOUT-02__SI-HDS-CONC__DM-HDS-CONC-HD,Remove breakout material,SI-HDS-CONC,DM-HDS-CONC-HD,CC-BREAKOUT,20,Conditional,
WS-HDS-CONC-LOCATE-01__SI-HDS-CONC__DM-HDS-CONC-HD,Mark out known and suspected services,SI-HDS-CONC,DM-HDS-CONC-HD,CC-LOCATE,10,Conditional,
WS-HDS-CONC-LOCATE-02__SI-HDS-CONC__DM-HDS-CONC-HD,Correlate locator information,SI-HDS-CONC,DM-HDS-CONC-HD,CC-LOCATE,20,Conditional,
WS-HDS-CONC-PROVE-01__SI-HDS-CONC__DM-HDS-CONC-HD,Undertake proving / potholing / NDD,SI-HDS-CONC,DM-HDS-CONC-HD,CC-PROVE,10,Conditional,
WS-HDS-CONC-PROVE-02__SI-HDS-CONC__DM-HDS-CONC-HD,Confirm asset location and depth,SI-HDS-CONC,DM-HDS-CONC-HD,CC-PROVE,20,Conditional,
WS-HDS-CONC-EXC-01__SI-HDS-CONC__DM-HDS-CONC-HD,Excavate work area,SI-HDS-CONC,DM-HDS-CONC-HD,CC-EXC,10,Yes,
WS-HDS-CONC-EXC-02__SI-HDS-CONC__DM-HDS-CONC-HD,Trim formation / sidewalls / base,SI-HDS-CONC,DM-HDS-CONC-HD,CC-EXC,20,Yes,
WS-HDS-CONC-SPOIL-01__SI-HDS-CONC__DM-HDS-CONC-HD,Classify spoil,SI-HDS-CONC,DM-HDS-CONC-HD,CC-SPOIL,10,Yes,
WS-HDS-CONC-SPOIL-02__SI-HDS-CONC__DM-HDS-CONC-HD,Stockpile / haul / dispose spoil,SI-HDS-CONC,DM-HDS-CONC-HD,CC-SPOIL,20,Yes,
WS-HDS-CONC-CAP-01__SI-HDS-CONC__DM-HDS-CONC-HD,Install separator / geotextile,SI-HDS-CONC,DM-HDS-CONC-HD,CC-CAP,10,Conditional,
WS-HDS-CONC-CAP-02__SI-HDS-CONC__DM-HDS-CONC-HD,Place capping layer,SI-HDS-CONC,DM-HDS-CONC-HD,CC-CAP,20,Conditional,
WS-HDS-CONC-SUBBASE-01__SI-HDS-CONC__DM-HDS-CONC-HD,Place and compact subbase,SI-HDS-CONC,DM-HDS-CONC-HD,CC-SUBBASE,10,Yes,
WS-HDS-CONC-BASE-01__SI-HDS-CONC__DM-HDS-CONC-HD,Place and compact basecourse,SI-HDS-CONC,DM-HDS-CONC-HD,CC-BASE,10,Yes,
WS-HDS-CONC-REINF-01__SI-HDS-CONC__DM-HDS-CONC-HD,Install reinforcement / mesh / cast-ins,SI-HDS-CONC,DM-HDS-CONC-HD,CC-REINF,10,Conditional,
WS-HDS-CONC-CONC-01__SI-HDS-CONC__DM-HDS-CONC-HD,Pour and finish concrete,SI-HDS-CONC,DM-HDS-CONC-HD,CC-CONC,10,Yes,
WS-HDS-CONC-TIEIN-01__SI-HDS-CONC__DM-HDS-CONC-HD,Form tie-ins / penetrations / edges,SI-HDS-CONC,DM-HDS-CONC-HD,CC-TIEIN,10,Conditional,
WS-HDS-CONC-REINSTATE-01__SI-HDS-CONC__DM-HDS-CONC-HD,Reinstate local surface,SI-HDS-CONC,DM-HDS-CONC-HD,CC-REINSTATE,10,Yes,
WS-HDS-CONC-QA-01__SI-HDS-CONC__DM-HDS-CONC-HD,Capture QA records and as-builts,SI-HDS-CONC,DM-HDS-CONC-HD,CC-QA,10,Yes,
WS-HDS-CONC-QA-02__SI-HDS-CONC__DM-HDS-CONC-HD,Final inspection and closeout,SI-HDS-CONC,DM-HDS-CONC-HD,CC-QA,20,Yes,
WS-HDS-ASPH-PRESTART-01__SI-HDS-ASPH__DM-HDS-ASPH-LD,Review drawings and records,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-PRESTART,10,Yes,
WS-HDS-ASPH-PRESTART-02__SI-HDS-ASPH__DM-HDS-ASPH-LD,Confirm site constraints and controls,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-PRESTART,20,Yes,
WS-HDS-ASPH-PRESTART-03__SI-HDS-ASPH__DM-HDS-ASPH-LD,Set out work location,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-PRESTART,30,Yes,
WS-HDS-ASPH-BREAKOUT-01__SI-HDS-ASPH__DM-HDS-ASPH-LD,Break out existing surface,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-BREAKOUT,10,Conditional,
WS-HDS-ASPH-BREAKOUT-02__SI-HDS-ASPH__DM-HDS-ASPH-LD,Remove breakout material,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-BREAKOUT,20,Conditional,
WS-HDS-ASPH-LOCATE-01__SI-HDS-ASPH__DM-HDS-ASPH-LD,Mark out known and suspected services,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-LOCATE,10,Conditional,
WS-HDS-ASPH-LOCATE-02__SI-HDS-ASPH__DM-HDS-ASPH-LD,Correlate locator information,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-LOCATE,20,Conditional,
WS-HDS-ASPH-PROVE-01__SI-HDS-ASPH__DM-HDS-ASPH-LD,Undertake proving / potholing / NDD,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-PROVE,10,Conditional,
WS-HDS-ASPH-PROVE-02__SI-HDS-ASPH__DM-HDS-ASPH-LD,Confirm asset location and depth,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-PROVE,20,Conditional,
WS-HDS-ASPH-EXC-01__SI-HDS-ASPH__DM-HDS-ASPH-LD,Excavate work area,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-EXC,10,Yes,
WS-HDS-ASPH-EXC-02__SI-HDS-ASPH__DM-HDS-ASPH-LD,Trim formation / sidewalls / base,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-EXC,20,Yes,
WS-HDS-ASPH-SPOIL-01__SI-HDS-ASPH__DM-HDS-ASPH-LD,Classify spoil,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-SPOIL,10,Yes,
WS-HDS-ASPH-SPOIL-02__SI-HDS-ASPH__DM-HDS-ASPH-LD,Stockpile / haul / dispose spoil,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-SPOIL,20,Yes,
WS-HDS-ASPH-CAP-01__SI-HDS-ASPH__DM-HDS-ASPH-LD,Install separator / geotextile,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-CAP,10,Conditional,
WS-HDS-ASPH-CAP-02__SI-HDS-ASPH__DM-HDS-ASPH-LD,Place capping layer,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-CAP,20,Conditional,
WS-HDS-ASPH-SUBBASE-01__SI-HDS-ASPH__DM-HDS-ASPH-LD,Place and compact subbase,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-SUBBASE,10,Yes,
WS-HDS-ASPH-BASE-01__SI-HDS-ASPH__DM-HDS-ASPH-LD,Place and compact basecourse,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-BASE,10,Yes,
WS-HDS-ASPH-INSTALL-01__SI-HDS-ASPH__DM-HDS-ASPH-LD,Install main item,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-INSTALL,10,Yes,asphalt or gravel finish layer
WS-HDS-ASPH-TIEIN-01__SI-HDS-ASPH__DM-HDS-ASPH-LD,Form tie-ins / penetrations / edges,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-TIEIN,10,Conditional,
WS-HDS-ASPH-REINSTATE-01__SI-HDS-ASPH__DM-HDS-ASPH-LD,Reinstate local surface,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-REINSTATE,10,Yes,
WS-HDS-ASPH-QA-01__SI-HDS-ASPH__DM-HDS-ASPH-LD,Capture QA records and as-builts,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-QA,10,Yes,
WS-HDS-ASPH-QA-02__SI-HDS-ASPH__DM-HDS-ASPH-LD,Final inspection and closeout,SI-HDS-ASPH,DM-HDS-ASPH-LD,CC-QA,20,Yes,
WS-HDS-ASPH-PRESTART-01__SI-HDS-ASPH__DM-HDS-ASPH-HD,Review drawings and records,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-PRESTART,10,Yes,
WS-HDS-ASPH-PRESTART-02__SI-HDS-ASPH__DM-HDS-ASPH-HD,Confirm site constraints and controls,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-PRESTART,20,Yes,
WS-HDS-ASPH-PRESTART-03__SI-HDS-ASPH__DM-HDS-ASPH-HD,Set out work location,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-PRESTART,30,Yes,
WS-HDS-ASPH-BREAKOUT-01__SI-HDS-ASPH__DM-HDS-ASPH-HD,Break out existing surface,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-BREAKOUT,10,Conditional,
WS-HDS-ASPH-BREAKOUT-02__SI-HDS-ASPH__DM-HDS-ASPH-HD,Remove breakout material,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-BREAKOUT,20,Conditional,
WS-HDS-ASPH-LOCATE-01__SI-HDS-ASPH__DM-HDS-ASPH-HD,Mark out known and suspected services,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-LOCATE,10,Conditional,
WS-HDS-ASPH-LOCATE-02__SI-HDS-ASPH__DM-HDS-ASPH-HD,Correlate locator information,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-LOCATE,20,Conditional,
WS-HDS-ASPH-PROVE-01__SI-HDS-ASPH__DM-HDS-ASPH-HD,Undertake proving / potholing / NDD,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-PROVE,10,Conditional,
WS-HDS-ASPH-PROVE-02__SI-HDS-ASPH__DM-HDS-ASPH-HD,Confirm asset location and depth,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-PROVE,20,Conditional,
WS-HDS-ASPH-EXC-01__SI-HDS-ASPH__DM-HDS-ASPH-HD,Excavate work area,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-EXC,10,Yes,
WS-HDS-ASPH-EXC-02__SI-HDS-ASPH__DM-HDS-ASPH-HD,Trim formation / sidewalls / base,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-EXC,20,Yes,
WS-HDS-ASPH-SPOIL-01__SI-HDS-ASPH__DM-HDS-ASPH-HD,Classify spoil,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-SPOIL,10,Yes,
WS-HDS-ASPH-SPOIL-02__SI-HDS-ASPH__DM-HDS-ASPH-HD,Stockpile / haul / dispose spoil,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-SPOIL,20,Yes,
WS-HDS-ASPH-CAP-01__SI-HDS-ASPH__DM-HDS-ASPH-HD,Install separator / geotextile,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-CAP,10,Conditional,
WS-HDS-ASPH-CAP-02__SI-HDS-ASPH__DM-HDS-ASPH-HD,Place capping layer,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-CAP,20,Conditional,
WS-HDS-ASPH-SUBBASE-01__SI-HDS-ASPH__DM-HDS-ASPH-HD,Place and compact subbase,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-SUBBASE,10,Yes,
WS-HDS-ASPH-BASE-01__SI-HDS-ASPH__DM-HDS-ASPH-HD,Place and compact basecourse,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-BASE,10,Yes,
WS-HDS-ASPH-INSTALL-01__SI-HDS-ASPH__DM-HDS-ASPH-HD,Install main item,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-INSTALL,10,Yes,asphalt or gravel finish layer
WS-HDS-ASPH-TIEIN-01__SI-HDS-ASPH__DM-HDS-ASPH-HD,Form tie-ins / penetrations / edges,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-TIEIN,10,Conditional,
WS-HDS-ASPH-REINSTATE-01__SI-HDS-ASPH__DM-HDS-ASPH-HD,Reinstate local surface,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-REINSTATE,10,Yes,
WS-HDS-ASPH-QA-01__SI-HDS-ASPH__DM-HDS-ASPH-HD,Capture QA records and as-builts,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-QA,10,Yes,
WS-HDS-ASPH-QA-02__SI-HDS-ASPH__DM-HDS-ASPH-HD,Final inspection and closeout,SI-HDS-ASPH,DM-HDS-ASPH-HD,CC-QA,20,Yes,
WS-HDS-GRAV-PRESTART-01__SI-HDS-GRAV__DM-HDS-GRAV-LD,Review drawings and records,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-PRESTART,10,Yes,
WS-HDS-GRAV-PRESTART-02__SI-HDS-GRAV__DM-HDS-GRAV-LD,Confirm site constraints and controls,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-PRESTART,20,Yes,
WS-HDS-GRAV-PRESTART-03__SI-HDS-GRAV__DM-HDS-GRAV-LD,Set out work location,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-PRESTART,30,Yes,
WS-HDS-GRAV-BREAKOUT-01__SI-HDS-GRAV__DM-HDS-GRAV-LD,Break out existing surface,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-BREAKOUT,10,Conditional,
WS-HDS-GRAV-BREAKOUT-02__SI-HDS-GRAV__DM-HDS-GRAV-LD,Remove breakout material,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-BREAKOUT,20,Conditional,
WS-HDS-GRAV-LOCATE-01__SI-HDS-GRAV__DM-HDS-GRAV-LD,Mark out known and suspected services,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-LOCATE,10,Conditional,
WS-HDS-GRAV-LOCATE-02__SI-HDS-GRAV__DM-HDS-GRAV-LD,Correlate locator information,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-LOCATE,20,Conditional,
WS-HDS-GRAV-PROVE-01__SI-HDS-GRAV__DM-HDS-GRAV-LD,Undertake proving / potholing / NDD,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-PROVE,10,Conditional,
WS-HDS-GRAV-PROVE-02__SI-HDS-GRAV__DM-HDS-GRAV-LD,Confirm asset location and depth,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-PROVE,20,Conditional,
WS-HDS-GRAV-EXC-01__SI-HDS-GRAV__DM-HDS-GRAV-LD,Excavate work area,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-EXC,10,Yes,
WS-HDS-GRAV-EXC-02__SI-HDS-GRAV__DM-HDS-GRAV-LD,Trim formation / sidewalls / base,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-EXC,20,Yes,
WS-HDS-GRAV-SPOIL-01__SI-HDS-GRAV__DM-HDS-GRAV-LD,Classify spoil,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-SPOIL,10,Yes,
WS-HDS-GRAV-SPOIL-02__SI-HDS-GRAV__DM-HDS-GRAV-LD,Stockpile / haul / dispose spoil,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-SPOIL,20,Yes,
WS-HDS-GRAV-CAP-01__SI-HDS-GRAV__DM-HDS-GRAV-LD,Install separator / geotextile,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-CAP,10,Conditional,
WS-HDS-GRAV-CAP-02__SI-HDS-GRAV__DM-HDS-GRAV-LD,Place capping layer,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-CAP,20,Conditional,
WS-HDS-GRAV-SUBBASE-01__SI-HDS-GRAV__DM-HDS-GRAV-LD,Place and compact subbase,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-SUBBASE,10,Yes,
WS-HDS-GRAV-BASE-01__SI-HDS-GRAV__DM-HDS-GRAV-LD,Place and compact basecourse,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-BASE,10,Yes,
WS-HDS-GRAV-INSTALL-01__SI-HDS-GRAV__DM-HDS-GRAV-LD,Install main item,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-INSTALL,10,Yes,asphalt or gravel finish layer
WS-HDS-GRAV-TIEIN-01__SI-HDS-GRAV__DM-HDS-GRAV-LD,Form tie-ins / penetrations / edges,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-TIEIN,10,Conditional,
WS-HDS-GRAV-REINSTATE-01__SI-HDS-GRAV__DM-HDS-GRAV-LD,Reinstate local surface,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-REINSTATE,10,Yes,
WS-HDS-GRAV-QA-01__SI-HDS-GRAV__DM-HDS-GRAV-LD,Capture QA records and as-builts,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-QA,10,Yes,
WS-HDS-GRAV-QA-02__SI-HDS-GRAV__DM-HDS-GRAV-LD,Final inspection and closeout,SI-HDS-GRAV,DM-HDS-GRAV-LD,CC-QA,20,Yes,
WS-HDS-GRAV-PRESTART-01__SI-HDS-GRAV__DM-HDS-GRAV-HD,Review drawings and records,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-PRESTART,10,Yes,
WS-HDS-GRAV-PRESTART-02__SI-HDS-GRAV__DM-HDS-GRAV-HD,Confirm site constraints and controls,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-PRESTART,20,Yes,
WS-HDS-GRAV-PRESTART-03__SI-HDS-GRAV__DM-HDS-GRAV-HD,Set out work location,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-PRESTART,30,Yes,
WS-HDS-GRAV-BREAKOUT-01__SI-HDS-GRAV__DM-HDS-GRAV-HD,Break out existing surface,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-BREAKOUT,10,Conditional,
WS-HDS-GRAV-BREAKOUT-02__SI-HDS-GRAV__DM-HDS-GRAV-HD,Remove breakout material,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-BREAKOUT,20,Conditional,
WS-HDS-GRAV-LOCATE-01__SI-HDS-GRAV__DM-HDS-GRAV-HD,Mark out known and suspected services,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-LOCATE,10,Conditional,
WS-HDS-GRAV-LOCATE-02__SI-HDS-GRAV__DM-HDS-GRAV-HD,Correlate locator information,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-LOCATE,20,Conditional,
WS-HDS-GRAV-PROVE-01__SI-HDS-GRAV__DM-HDS-GRAV-HD,Undertake proving / potholing / NDD,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-PROVE,10,Conditional,
WS-HDS-GRAV-PROVE-02__SI-HDS-GRAV__DM-HDS-GRAV-HD,Confirm asset location and depth,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-PROVE,20,Conditional,
WS-HDS-GRAV-EXC-01__SI-HDS-GRAV__DM-HDS-GRAV-HD,Excavate work area,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-EXC,10,Yes,
WS-HDS-GRAV-EXC-02__SI-HDS-GRAV__DM-HDS-GRAV-HD,Trim formation / sidewalls / base,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-EXC,20,Yes,
WS-HDS-GRAV-SPOIL-01__SI-HDS-GRAV__DM-HDS-GRAV-HD,Classify spoil,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-SPOIL,10,Yes,
WS-HDS-GRAV-SPOIL-02__SI-HDS-GRAV__DM-HDS-GRAV-HD,Stockpile / haul / dispose spoil,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-SPOIL,20,Yes,
WS-HDS-GRAV-CAP-01__SI-HDS-GRAV__DM-HDS-GRAV-HD,Install separator / geotextile,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-CAP,10,Conditional,
