Scope Item Code,Delivery Method Code,Cost Component Code,Sequence Number,Included by Default,Conditional Rule Summary,Active,Notes
SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-INSTALL,40,Yes,drill / bore path plugs in here,True,
SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-REINF,50,Conditional,cage path,True,
SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-CONC,60,Yes,none,True,
SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-TIEIN,70,Conditional,post / starter interface,True,
SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-BFILL,80,Conditional,if local backfill required,True,
SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-REINSTATE,90,Yes,none,True,
SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-QA,100,Yes,none,True,
SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-PRESTART,10,Yes,none,True,
SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-LOCATE,20,Conditional,if assets within 2 m,True,
SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-PROVE,30,Conditional,if assets within 2 m,True,
SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-INSTALL,40,Yes,drill / bore path plugs in here,True,
SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-REINF,50,Conditional,cage path,True,
SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-CONC,60,Yes,none,True,
SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-TIEIN,70,Conditional,post / starter interface,True,
SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-BFILL,80,Conditional,if local backfill required,True,
SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-REINSTATE,90,Yes,none,True,
SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-QA,100,Yes,none,True,
SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-PRESTART,10,Yes,none,True,
SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-BREAKOUT,20,Conditional,if breakout required,True,
SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-LOCATE,30,Conditional,if assets within 2 m,True,
SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-PROVE,40,Conditional,if assets within 2 m,True,
SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-EXC,50,Yes,none,True,
SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-SPOIL,60,Yes,none,True,
SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-CAP,70,Conditional,if separator or capping required,True,
SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-SUBBASE,80,Yes,none,True,
SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-REINF,90,Conditional,if reinforcement / cast-ins required,True,
SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-CONC,100,Yes,none,True,
SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-TIEIN,110,Conditional,grout / anchors / interface works,True,
SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-BFILL,120,Conditional,if edge backfill required,True,
SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-REINSTATE,130,Yes,none,True,
SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-QA,140,Yes,none,True,
SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-PRESTART,10,Yes,none,True,
SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-BREAKOUT,20,Conditional,if breakout required,True,
SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-LOCATE,30,Conditional,if assets within 2 m,True,
SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-PROVE,40,Conditional,if assets within 2 m,True,
SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-EXC,50,Yes,none,True,
SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-SPOIL,60,Yes,none,True,
SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-CAP,70,Conditional,if separator or capping required,True,
SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-SUBBASE,80,Yes,none,True,
SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-REINF,90,Conditional,if reinforcement / cast-ins required,True,
SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-CONC,100,Yes,none,True,
SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-TIEIN,110,Conditional,grout / anchors / interface works,True,
SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-BFILL,120,Conditional,if edge backfill required,True,
SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-REINSTATE,130,Yes,none,True,
SI-SLAB-PLINTH,DM-SLAB-PLINTH-STD,CC-QA,140,Yes,none,True,
SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-PRESTART,10,Yes,none,True,
SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-BREAKOUT,20,Conditional,if breakout required,True,
SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-LOCATE,30,Conditional,if assets within 2 m,True,
SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-PROVE,40,Conditional,if assets within 2 m,True,
SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-EXC,50,Yes,none,True,
SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-SPOIL,60,Yes,none,True,
SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-CAP,70,Conditional,if separator or capping required,True,
SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-SUBBASE,80,Yes,none,True,
SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-REINF,90,Conditional,if reinforcement / cast-ins required,True,
SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-CONC,100,Yes,none,True,
SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-TIEIN,110,Conditional,grout / anchors / interface works,True,
SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-BFILL,120,Conditional,if edge backfill required,True,
SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-REINSTATE,130,Yes,none,True,
SI-SLAB-STEP,DM-SLAB-STEP-STD,CC-QA,140,Yes,none,True,
SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-PRESTART,10,Yes,none,True,
SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-BREAKOUT,20,Conditional,if breakout required,True,
SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-LOCATE,30,Conditional,if assets within 2 m,True,
SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-PROVE,40,Conditional,if assets within 2 m,True,
SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-EXC,50,Yes,none,True,
SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-SPOIL,60,Yes,none,True,
SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-CAP,70,Conditional,if separator or capping required,True,
SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-SUBBASE,80,Yes,none,True,
SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-REINF,90,Conditional,if reinforcement / cast-ins required,True,
SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-CONC,100,Yes,none,True,
SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-TIEIN,110,Conditional,grout / anchors / interface works,True,
SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-BFILL,120,Conditional,if edge backfill required,True,
SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-REINSTATE,130,Yes,none,True,
SI-SLAB-EDGE,DM-SLAB-EDGE-STD,CC-QA,140,Yes,none,True,
SI-EW-LOCAL,DM-EW-LOCAL,CC-PRESTART,10,Yes,none,True,
SI-EW-LOCAL,DM-EW-LOCAL,CC-BREAKOUT,20,Conditional,if breakout required,True,
SI-EW-LOCAL,DM-EW-LOCAL,CC-LOCATE,30,Conditional,if assets within 2 m,True,
SI-EW-LOCAL,DM-EW-LOCAL,CC-PROVE,40,Conditional,if assets within 2 m,True,
SI-EW-LOCAL,DM-EW-LOCAL,CC-EXC,50,Yes,none,True,
SI-EW-LOCAL,DM-EW-LOCAL,CC-SPOIL,60,Yes,none,True,
SI-EW-LOCAL,DM-EW-LOCAL,CC-BFILL,70,Conditional,if backfill required,True,
SI-EW-LOCAL,DM-EW-LOCAL,CC-REINSTATE,80,Conditional,if local reinstatement required,True,
SI-EW-LOCAL,DM-EW-LOCAL,CC-QA,90,Yes,none,True,
SI-EW-BULK,DM-EW-BULK,CC-PRESTART,10,Yes,none,True,
SI-EW-BULK,DM-EW-BULK,CC-BREAKOUT,20,Conditional,if breakout required,True,
SI-EW-BULK,DM-EW-BULK,CC-LOCATE,30,Conditional,if assets within 2 m,True,
SI-EW-BULK,DM-EW-BULK,CC-PROVE,40,Conditional,if assets within 2 m,True,
SI-EW-BULK,DM-EW-BULK,CC-EXC,50,Yes,none,True,
SI-EW-BULK,DM-EW-BULK,CC-SPOIL,60,Yes,none,True,
SI-EW-BULK,DM-EW-BULK,CC-QA,70,Yes,none,True,
SI-EW-SITEFILL,DM-EW-SITEFILL,CC-PRESTART,10,Yes,none,True,
SI-EW-SITEFILL,DM-EW-SITEFILL,CC-BREAKOUT,20,Conditional,if breakout required,True,
SI-EW-SITEFILL,DM-EW-SITEFILL,CC-LOCATE,30,Conditional,if assets within 2 m,True,
SI-EW-SITEFILL,DM-EW-SITEFILL,CC-PROVE,40,Conditional,if assets within 2 m,True,
SI-EW-SITEFILL,DM-EW-SITEFILL,CC-CAP,50,Conditional,if separator or capping required,True,
SI-EW-SITEFILL,DM-EW-SITEFILL,CC-INSTALL,60,Yes,fill placement,True,
SI-EW-SITEFILL,DM-EW-SITEFILL,CC-BFILL,70,Yes,none,True,
SI-EW-SITEFILL,DM-EW-SITEFILL,CC-QA,80,Yes,none,True,
SI-EW-IMPFILL,DM-EW-IMPFILL,CC-PRESTART,10,Yes,none,True,
SI-EW-IMPFILL,DM-EW-IMPFILL,CC-BREAKOUT,20,Conditional,if breakout required,True,
SI-EW-IMPFILL,DM-EW-IMPFILL,CC-LOCATE,30,Conditional,if assets within 2 m,True,
SI-EW-IMPFILL,DM-EW-IMPFILL,CC-PROVE,40,Conditional,if assets within 2 m,True,
SI-EW-IMPFILL,DM-EW-IMPFILL,CC-CAP,50,Conditional,if separator or capping required,True,
SI-EW-IMPFILL,DM-EW-IMPFILL,CC-INSTALL,60,Yes,fill placement,True,
SI-EW-IMPFILL,DM-EW-IMPFILL,CC-BFILL,70,Yes,none,True,
SI-EW-IMPFILL,DM-EW-IMPFILL,CC-QA,80,Yes,none,True,
SI-EW-SELFILL,DM-EW-SELFILL,CC-PRESTART,10,Yes,none,True,
SI-EW-SELFILL,DM-EW-SELFILL,CC-BREAKOUT,20,Conditional,if breakout required,True,
SI-EW-SELFILL,DM-EW-SELFILL,CC-LOCATE,30,Conditional,if assets within 2 m,True,
SI-EW-SELFILL,DM-EW-SELFILL,CC-PROVE,40,Conditional,if assets within 2 m,True,
SI-EW-SELFILL,DM-EW-SELFILL,CC-CAP,50,Conditional,if separator or capping required,True,
SI-EW-SELFILL,DM-EW-SELFILL,CC-INSTALL,60,Yes,fill placement,True,
SI-EW-SELFILL,DM-EW-SELFILL,CC-BFILL,70,Yes,none,True,
SI-EW-SELFILL,DM-EW-SELFILL,CC-QA,80,Yes,none,True,
SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-PRESTART,10,Yes,none,True,
SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-BREAKOUT,20,Conditional,if breakout required,True,
SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-LOCATE,30,Conditional,if assets within 2 m,True,
SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-PROVE,40,Conditional,if assets within 2 m,True,
SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-CAP,50,Conditional,if separator or capping required,True,
SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-INSTALL,60,Yes,fill placement,True,
SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-BFILL,70,Yes,none,True,
SI-EW-CRUSHBF,DM-EW-CRUSHBF,CC-QA,80,Yes,none,True,
SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-PRESTART,10,Yes,none,True,
SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-LOCATE,20,Conditional,if assets within 2 m,True,
SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-PROVE,30,Conditional,if assets within 2 m,True,
SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-BREAKOUT,40,Conditional,if breakout required,True,
SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-EXC,50,Yes,none,True,
SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-SPOIL,60,Yes,none,True,
SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-BEDDING,70,Yes,bedding / levelling,True,
SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-INSTALL,80,Yes,pipe / structure / minor civils install,True,
SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-BFILL,90,Yes,backfill / surround where required,True,
SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-REINSTATE,100,Conditional,if local reinstatement required,True,
SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-QA,110,Yes,none,True,
SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-PRESTART,10,Yes,none,True,
SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-LOCATE,20,Conditional,if assets within 2 m,True,
SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-PROVE,30,Conditional,if assets within 2 m,True,
SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-BREAKOUT,40,Conditional,if breakout required,True,
SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-EXC,50,Yes,none,True,
SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-SPOIL,60,Yes,none,True,
SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-BEDDING,70,Yes,bedding / levelling,True,
SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-INSTALL,80,Yes,pipe / structure / minor civils install,True,
SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-BFILL,90,Yes,backfill / surround where required,True,
SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-REINSTATE,100,Conditional,if local reinstatement required,True,
SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-QA,110,Yes,none,True,
SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-PRESTART,10,Yes,none,True,
SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-LOCATE,20,Conditional,if assets within 2 m,True,
SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-PROVE,30,Conditional,if assets within 2 m,True,
SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-BREAKOUT,40,Conditional,if breakout required,True,
SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-EXC,50,Yes,none,True,
SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-SPOIL,60,Yes,none,True,
SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-BEDDING,70,Conditional,bedding / levelling,True,
SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-INSTALL,80,Yes,pipe / structure / minor civils install,True,
SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-BFILL,90,Conditional,backfill / surround where required,True,
SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-REINSTATE,100,Conditional,if local reinstatement required,True,
SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-QA,110,Yes,none,True,
SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-PRESTART,10,Yes,none,True,
SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-LOCATE,20,Conditional,if assets within 2 m,True,
SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-PROVE,30,Conditional,if assets within 2 m,True,
SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-BREAKOUT,40,Conditional,if breakout required,True,
SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-EXC,50,Yes,none,True,
SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-SPOIL,60,Yes,none,True,
SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-BEDDING,70,Yes,bedding / levelling,True,
SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-INSTALL,80,Yes,pipe / structure / minor civils install,True,
SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-BFILL,90,Yes,backfill / surround where required,True,
SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-REINSTATE,100,Conditional,if local reinstatement required,True,
SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-QA,110,Yes,none,True,
SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-PRESTART,10,Yes,none,True,
SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-LOCATE,20,Conditional,if assets within 2 m,True,
SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-PROVE,30,Conditional,if assets within 2 m,True,
SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-BREAKOUT,40,Conditional,if breakout required,True,
SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-EXC,50,Yes,none,True,
SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-SPOIL,60,Yes,none,True,
SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-BEDDING,70,Conditional,bedding / levelling,True,
SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-INSTALL,80,Yes,pipe / structure / minor civils install,True,
SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-BFILL,90,Conditional,backfill / surround where required,True,
SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-REINSTATE,100,Conditional,if local reinstatement required,True,
SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-QA,110,Yes,none,True,
SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-PRESTART,10,Yes,none,True,
SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-LOCATE,20,Conditional,if assets within 2 m,True,
SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-PROVE,30,Conditional,if assets within 2 m,True,
SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-BREAKOUT,40,Conditional,if breakout required,True,
SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-EXC,50,Yes,none,True,
SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-SPOIL,60,Yes,none,True,
SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-BEDDING,70,Conditional,bedding / levelling,True,
SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-INSTALL,80,Yes,pipe / structure / minor civils install,True,
SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-BFILL,90,Conditional,backfill / surround where required,True,
SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-REINSTATE,100,Conditional,if local reinstatement required,True,
SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-QA,110,Yes,none,True,
SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-PRESTART,10,Yes,none,True,
SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-LOCATE,20,Conditional,if assets within 2 m,True,
SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-PROVE,30,Conditional,if assets within 2 m,True,
SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-BREAKOUT,40,Conditional,if breakout required,True,
SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-EXC,50,Yes,none,True,
SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-SPOIL,60,Yes,none,True,
SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-BEDDING,70,Conditional,bedding / levelling,True,
SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-INSTALL,80,Yes,pipe / structure / minor civils install,True,
SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-BFILL,90,Conditional,backfill / surround where required,True,
SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-REINSTATE,100,Conditional,if local reinstatement required,True,
SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-QA,110,Yes,none,True,
SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-PRESTART,10,Yes,none,True,
SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-LOCATE,20,Conditional,if assets within 2 m,True,
SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-PROVE,30,Conditional,if assets within 2 m,True,
SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-BREAKOUT,40,Conditional,if breakout required,True,
SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-EXC,50,Yes,none,True,
SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-SPOIL,60,Yes,none,True,
SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-BEDDING,70,Conditional,bedding / levelling,True,
SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-INSTALL,80,Yes,pipe / structure / minor civils install,True,
SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-BFILL,90,Conditional,backfill / surround where required,True,
SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-REINSTATE,100,Conditional,if local reinstatement required,True,
SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-QA,110,Yes,none,True,
SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-PRESTART,10,Yes,none,True,
SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-LOCATE,20,Conditional,if assets within 2 m,True,
SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-PROVE,30,Conditional,if assets within 2 m,True,
SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-BREAKOUT,40,Conditional,if breakout required,True,
SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-EXC,50,Yes,none,True,
SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-SPOIL,60,Yes,none,True,
SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-BEDDING,70,Conditional,bedding / levelling,True,
SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-INSTALL,80,Yes,pipe / structure / minor civils install,True,
SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-BFILL,90,Conditional,backfill / surround where required,True,
SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-REINSTATE,100,Conditional,if local reinstatement required,True,
SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-QA,110,Yes,none,True,
SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-PRESTART,10,Yes,none,True,
SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-LOCATE,20,Conditional,if assets within 2 m,True,
SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-PROVE,30,Conditional,if assets within 2 m,True,
SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-BREAKOUT,40,Conditional,if breakout required,True,
SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-EXC,50,Yes,none,True,
SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-SPOIL,60,Yes,none,True,
SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-BEDDING,70,Conditional,bedding / levelling,True,
SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-INSTALL,80,Yes,pipe / structure / minor civils install,True,
SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-BFILL,90,Conditional,backfill / surround where required,True,
SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-REINSTATE,100,Conditional,if local reinstatement required,True,
SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-QA,110,Yes,none,True,
SI-DRAIN-RWT,DM-DRAIN-RWT-STD,CC-PRESTART,10,Yes,none,True,
SI-DRAIN-RWT,DM-DRAIN-RWT-STD,CC-LOCATE,20,Conditional,if assets within 2 m,True,
SI-DRAIN-RWT,DM-DRAIN-RWT-STD,CC-PROVE,30,Conditional,if assets within 2 m,True,
SI-DRAIN-RWT,DM-DRAIN-RWT-STD,CC-BREAKOUT,40,Conditional,if breakout required,True,
SI-DRAIN-RWT,DM-DRAIN-RWT-STD,CC-EXC,50,Yes,none,True,
SI-DRAIN-RWT,DM-DRAIN-RWT-STD,CC-SPOIL,60,Yes,none,True,
SI-DRAIN-RWT,DM-DRAIN-RWT-STD,CC-BEDDING,70,Conditional,bedding / levelling,True,
SI-DRAIN-RWT,DM-DRAIN-RWT-STD,CC-INSTALL,80,Yes,pipe / structure / minor civils install,True,
SI-DRAIN-RWT,DM-DRAIN-RWT-STD,CC-BFILL,90,Conditional,backfill / surround where required,True,
SI-DRAIN-RWT,DM-DRAIN-RWT-STD,CC-REINSTATE,100,Conditional,if local reinstatement required,True,
SI-DRAIN-RWT,DM-DRAIN-RWT-STD,CC-QA,110,Yes,none,True,
SI-FENCE-PERSG,DM-FENCE-PERSG,CC-PRESTART,10,Yes,none,True,
SI-FENCE-PERSG,DM-FENCE-PERSG,CC-BREAKOUT,20,Conditional,if local footing breakout required,True,
SI-FENCE-PERSG,DM-FENCE-PERSG,CC-EXC,30,Conditional,if local footing excavation required,True,
SI-FENCE-PERSG,DM-FENCE-PERSG,CC-INSTALL,40,Yes,none,True,
SI-FENCE-PERSG,DM-FENCE-PERSG,CC-TIEIN,50,Conditional,tie-ins / hardware / alignment,True,
SI-FENCE-PERSG,DM-FENCE-PERSG,CC-BFILL,60,Conditional,if footing backfill required,True,
SI-FENCE-PERSG,DM-FENCE-PERSG,CC-REINSTATE,70,Conditional,if local reinstatement required,True,
SI-FENCE-PERSG,DM-FENCE-PERSG,CC-QA,80,Yes,none,True,
SI-FENCE-VEHG,DM-FENCE-VEHG,CC-PRESTART,10,Yes,none,True,
SI-FENCE-VEHG,DM-FENCE-VEHG,CC-BREAKOUT,20,Conditional,if local footing breakout required,True,
SI-FENCE-VEHG,DM-FENCE-VEHG,CC-EXC,30,Conditional,if local footing excavation required,True,
SI-FENCE-VEHG,DM-FENCE-VEHG,CC-INSTALL,40,Yes,none,True,
SI-FENCE-VEHG,DM-FENCE-VEHG,CC-TIEIN,50,Conditional,tie-ins / hardware / alignment,True,
SI-FENCE-VEHG,DM-FENCE-VEHG,CC-BFILL,60,Conditional,if footing backfill required,True,
SI-FENCE-VEHG,DM-FENCE-VEHG,CC-REINSTATE,70,Conditional,if local reinstatement required,True,
SI-FENCE-VEHG,DM-FENCE-VEHG,CC-QA,80,Yes,none,True,
SI-FENCE-REM,DM-FENCE-REM,CC-PRESTART,10,Yes,none,True,
SI-FENCE-REM,DM-FENCE-REM,CC-BREAKOUT,20,Conditional,if local footing breakout required,True,
SI-FENCE-REM,DM-FENCE-REM,CC-EXC,30,Conditional,if local footing excavation required,True,
SI-FENCE-REM,DM-FENCE-REM,CC-INSTALL,40,Yes,none,True,
SI-FENCE-REM,DM-FENCE-REM,CC-TIEIN,50,Conditional,tie-ins / hardware / alignment,True,
SI-FENCE-REM,DM-FENCE-REM,CC-BFILL,60,Conditional,if footing backfill required,True,
SI-FENCE-REM,DM-FENCE-REM,CC-REINSTATE,70,Conditional,if local reinstatement required,True,
SI-FENCE-REM,DM-FENCE-REM,CC-QA,80,Yes,none,True,
SI-FENCE-RELOC,DM-FENCE-RELOC,CC-PRESTART,10,Yes,none,True,
SI-FENCE-RELOC,DM-FENCE-RELOC,CC-BREAKOUT,20,Conditional,if local footing breakout required,True,
SI-FENCE-RELOC,DM-FENCE-RELOC,CC-EXC,30,Conditional,if local footing excavation required,True,
